YEAR,STABBR,COUNTYCD,county_name,net_mig
2013,MA,25009,Essex County,-1547
2014,MA,25009,Essex County,-1430
2015,MA,25009,Essex County,-1034
2016,MA,25009,Essex County,-2978
2017,MA,25009,Essex County,-3468
2018,MA,25009,Essex County,-3367
2019,MA,25009,Essex County,-4321
2009,MA,25025,Suffolk County,7550
2010,MA,25025,Suffolk County,9993
2011,MA,25025,Suffolk County,858
2012,MA,25025,Suffolk County,1492
2013,MA,25025,Suffolk County,-442
2014,MA,25025,Suffolk County,-540
2015,MA,25025,Suffolk County,-2638
2016,MA,25025,Suffolk County,-3069
2017,MA,25025,Suffolk County,-1828
2018,MA,25025,Suffolk County,-3365
2019,MA,25025,Suffolk County,-7815
2009,FL,12081,Manatee County,4308
2010,FL,12081,Manatee County,3649
2011,FL,12081,Manatee County,3242
2012,FL,12081,Manatee County,5774
2013,FL,12081,Manatee County,7968
2014,FL,12081,Manatee County,8879
2015,FL,12081,Manatee County,10350
2016,FL,12081,Manatee County,12375
2017,FL,12081,Manatee County,10912
2018,FL,12081,Manatee County,9295
2019,FL,12081,Manatee County,10678
2009,FL,12033,Escambia County,3046
2010,FL,12033,Escambia County,3127
2011,FL,12033,Escambia County,804
2012,FL,12033,Escambia County,1062
2013,FL,12033,Escambia County,2069
2014,FL,12033,Escambia County,2563
2015,FL,12033,Escambia County,2455
2016,FL,12033,Escambia County,4101
2017,FL,12033,Escambia County,3588
2018,FL,12033,Escambia County,3866
2019,FL,12033,Escambia County,3141
2009,SC,45051,Horry County,7426
2010,SC,45051,Horry County,9051
2011,SC,45051,Horry County,5055
2012,SC,45051,Horry County,3020
2013,SC,45051,Horry County,2847
2014,SC,45051,Horry County,4903
2015,SC,45051,Horry County,4223
2016,SC,45051,Horry County,3867
2017,SC,45051,Horry County,4099
2018,SC,45051,Horry County,3730
2019,SC,45051,Horry County,3350
2009,FL,12111,St. Lucie County,4333
2010,FL,12111,St. Lucie County,4840
2011,FL,12111,St. Lucie County,3595
2012,FL,12111,St. Lucie County,3747
2013,FL,12111,St. Lucie County,3523
2014,FL,12111,St. Lucie County,3166
2015,FL,12111,St. Lucie County,5434
2016,FL,12111,St. Lucie County,5063
2017,FL,12111,St. Lucie County,5608
2018,FL,12111,St. Lucie County,6462
2019,FL,12111,St. Lucie County,8917
2009,OK,40143,Tulsa County,3397
2010,OK,40143,Tulsa County,779
2011,OK,40143,Tulsa County,39
2012,OK,40143,Tulsa County,1951
2013,OK,40143,Tulsa County,575
2014,OK,40143,Tulsa County,1725
2015,OK,40143,Tulsa County,2218
2016,OK,40143,Tulsa County,2472
2017,OK,40143,Tulsa County,427
2018,OK,40143,Tulsa County,1197
2019,OK,40143,Tulsa County,-59
2009,NH,33017,Strafford County,4308
2010,NH,33017,Strafford County,4768
2011,NH,33017,Strafford County,4143
2012,NH,33017,Strafford County,3457
2013,NH,33017,Strafford County,3515
2014,NH,33017,Strafford County,3629
2015,NH,33017,Strafford County,3800
2016,NH,33017,Strafford County,3319
2017,NH,33017,Strafford County,3001
2018,NH,33017,Strafford County,3075
2019,NH,33017,Strafford County,3659
2009,NV,32031,Washoe County,5158
2010,NV,32031,Washoe County,4904
2011,NV,32031,Washoe County,2281
2012,NV,32031,Washoe County,2224
2013,NV,32031,Washoe County,1929
2014,NV,32031,Washoe County,3728
2015,NV,32031,Washoe County,3607
2016,NV,32031,Washoe County,5132
2017,NV,32031,Washoe County,4033
2018,NV,32031,Washoe County,3729
2019,NV,32031,Washoe County,3283
2009,TX,48157,Fort Bend County,14684
2010,TX,48157,Fort Bend County,12200
2011,TX,48157,Fort Bend County,5324
2012,TX,48157,Fort Bend County,3230
2013,TX,48157,Fort Bend County,2270
2014,TX,48157,Fort Bend County,4551
2015,TX,48157,Fort Bend County,6064
2016,TX,48157,Fort Bend County,5961
2017,TX,48157,Fort Bend County,7702
2018,TX,48157,Fort Bend County,8785
2019,TX,48157,Fort Bend County,5665
2009,TN,47065,Hamilton County,3882
2010,TN,47065,Hamilton County,3188
2011,TN,47065,Hamilton County,1324
2012,TN,47065,Hamilton County,3697
2013,TN,47065,Hamilton County,3539
2014,TN,47065,Hamilton County,2563
2015,TN,47065,Hamilton County,3250
2016,TN,47065,Hamilton County,3841
2017,TN,47065,Hamilton County,1364
2018,TN,47065,Hamilton County,2190
2019,TN,47065,Hamilton County,3305
2009,MA,25017,Middlesex County,13617
2010,MA,25017,Middlesex County,16502
2011,MA,25017,Middlesex County,-2352
2012,MA,25017,Middlesex County,894
2013,MA,25017,Middlesex County,-696
2014,MA,25017,Middlesex County,-3386
2015,MA,25017,Middlesex County,-6275
2016,MA,25017,Middlesex County,-10237
2017,MA,25017,Middlesex County,-11806
2018,MA,25017,Middlesex County,-11974
2019,MA,25017,Middlesex County,-10429
2009,AZ,04019,Pima County,23592
2010,AZ,04019,Pima County,19529
2011,AZ,04019,Pima County,9457
2012,AZ,04019,Pima County,5510
2013,AZ,04019,Pima County,4103
2014,AZ,04019,Pima County,3425
2015,AZ,04019,Pima County,3505
2016,AZ,04019,Pima County,3058
2017,AZ,04019,Pima County,7116
2018,AZ,04019,Pima County,9148
2019,AZ,04019,Pima County,12252
2009,ID,16015,Boise County,-189
2010,ID,16015,Boise County,-274
2011,ID,16015,Boise County,-364
2012,ID,16015,Boise County,-318
2013,ID,16015,Boise County,-29
2014,ID,16015,Boise County,-45
2015,ID,16015,Boise County,202
2016,ID,16015,Boise County,328
2017,ID,16015,Boise County,514
2018,ID,16015,Boise County,237
2019,ID,16015,Boise County,289
2009,NE,31055,Douglas County,-27
2010,NE,31055,Douglas County,337
2011,NE,31055,Douglas County,-1683
2012,NE,31055,Douglas County,-1547
2013,NE,31055,Douglas County,-2293
2014,NE,31055,Douglas County,-3226
2015,NE,31055,Douglas County,-2285
2016,NE,31055,Douglas County,-3632
2017,NE,31055,Douglas County,-2433
2018,NE,31055,Douglas County,-872
2019,NE,31055,Douglas County,-2476
2009,GA,13117,Forsyth County,3483
2010,GA,13117,Forsyth County,2804
2011,GA,13117,Forsyth County,3568
2012,GA,13117,Forsyth County,1536
2013,GA,13117,Forsyth County,2400
2014,GA,13117,Forsyth County,2389
2015,GA,13117,Forsyth County,3058
2016,GA,13117,Forsyth County,2368
2017,GA,13117,Forsyth County,3843
2018,GA,13117,Forsyth County,5116
2019,GA,13117,Forsyth County,3150
2009,AK,02050,Bethel Census Area,67
2010,AK,02050,Bethel Census Area,-176
2011,AK,02050,Bethel Census Area,-99
2012,AK,02050,Bethel Census Area,-209
2013,AK,02050,Bethel Census Area,-323
2014,AK,02050,Bethel Census Area,-266
2015,AK,02050,Bethel Census Area,-268
2016,AK,02050,Bethel Census Area,-454
2017,AK,02050,Bethel Census Area,-299
2018,AK,02050,Bethel Census Area,-407
2019,AK,02050,Bethel Census Area,-690
2009,TN,47187,Williamson County,1102
2010,TN,47187,Williamson County,1308
2011,TN,47187,Williamson County,1642
2012,TN,47187,Williamson County,-299
2013,TN,47187,Williamson County,889
2014,TN,47187,Williamson County,1325
2015,TN,47187,Williamson County,2671
2016,TN,47187,Williamson County,2539
2017,TN,47187,Williamson County,5077
2018,TN,47187,Williamson County,7354
2019,TN,47187,Williamson County,6437
2009,FL,12103,Pinellas County,3751
2010,FL,12103,Pinellas County,2430
2011,FL,12103,Pinellas County,1218
2012,FL,12103,Pinellas County,3907
2013,FL,12103,Pinellas County,6935
2014,FL,12103,Pinellas County,10004
2015,FL,12103,Pinellas County,7984
2016,FL,12103,Pinellas County,8810
2017,FL,12103,Pinellas County,8195
2018,FL,12103,Pinellas County,6892
2019,FL,12103,Pinellas County,6025
2009,GA,13051,Chatham County,-3183
2010,GA,13051,Chatham County,-3005
2011,GA,13051,Chatham County,-2929
2012,GA,13051,Chatham County,-1456
2013,GA,13051,Chatham County,591
2014,GA,13051,Chatham County,2503
2015,GA,13051,Chatham County,3994
2016,GA,13051,Chatham County,4004
2017,GA,13051,Chatham County,4299
2018,GA,13051,Chatham County,3870
2019,GA,13051,Chatham County,4085
2009,CA,06085,Santa Clara County,7130
2010,CA,06085,Santa Clara County,10970
2011,CA,06085,Santa Clara County,-16002
2012,CA,06085,Santa Clara County,-13438
2013,CA,06085,Santa Clara County,-11476
2014,CA,06085,Santa Clara County,-9968
2015,CA,06085,Santa Clara County,-11639
2016,CA,06085,Santa Clara County,-10232
2017,CA,06085,Santa Clara County,-14813
2018,CA,06085,Santa Clara County,-22024
2019,CA,06085,Santa Clara County,-22359
2009,TX,48085,Collin County,26883
2010,TX,48085,Collin County,19333
2011,TX,48085,Collin County,5406
2012,TX,48085,Collin County,2120
2013,TX,48085,Collin County,3252
2014,TX,48085,Collin County,2474
2015,TX,48085,Collin County,2329
2016,TX,48085,Collin County,4433
2017,TX,48085,Collin County,5611
2018,TX,48085,Collin County,4097
2019,TX,48085,Collin County,5970
2009,CA,06097,Sonoma County,163
2010,CA,06097,Sonoma County,578
2011,CA,06097,Sonoma County,-2415
2012,CA,06097,Sonoma County,-2048
2013,CA,06097,Sonoma County,-1074
2014,CA,06097,Sonoma County,1324
2015,CA,06097,Sonoma County,1800
2016,CA,06097,Sonoma County,2173
2017,CA,06097,Sonoma County,3646
2018,CA,06097,Sonoma County,2199
2019,CA,06097,Sonoma County,-94
2009,FL,12127,Volusia County,7449
2010,FL,12127,Volusia County,7171
2011,FL,12127,Volusia County,5401
2012,FL,12127,Volusia County,7144
2013,FL,12127,Volusia County,8123
2014,FL,12127,Volusia County,7987
2015,FL,12127,Volusia County,8610
2016,FL,12127,Volusia County,7754
2017,FL,12127,Volusia County,8378
2018,FL,12127,Volusia County,7737
2019,FL,12127,Volusia County,8027
2009,OR,41039,Lane County,7820
2010,OR,41039,Lane County,5545
2011,OR,41039,Lane County,1876
2012,OR,41039,Lane County,2636
2013,OR,41039,Lane County,3145
2014,OR,41039,Lane County,2495
2015,OR,41039,Lane County,3444
2016,OR,41039,Lane County,5072
2017,OR,41039,Lane County,6829
2018,OR,41039,Lane County,7270
2019,OR,41039,Lane County,8358
2009,FL,12009,Brevard County,3373
2010,FL,12009,Brevard County,3430
2011,FL,12009,Brevard County,2147
2012,FL,12009,Brevard County,1214
2013,FL,12009,Brevard County,605
2014,FL,12009,Brevard County,1076
2015,FL,12009,Brevard County,3899
2016,FL,12009,Brevard County,3981
2017,FL,12009,Brevard County,6939
2018,FL,12009,Brevard County,8556
2019,FL,12009,Brevard County,8986
2009,TX,48141,El Paso County,-218
2010,TX,48141,El Paso County,5775
2011,TX,48141,El Paso County,-1594
2012,TX,48141,El Paso County,-931
2013,TX,48141,El Paso County,-2963
2014,TX,48141,El Paso County,-6877
2015,TX,48141,El Paso County,-8891
2016,TX,48141,El Paso County,-11347
2017,TX,48141,El Paso County,-14494
2018,TX,48141,El Paso County,-10868
2019,TX,48141,El Paso County,-6641
2009,MS,28047,Harrison County,-2929
2010,MS,28047,Harrison County,-1600
2011,MS,28047,Harrison County,648
2012,MS,28047,Harrison County,2815
2013,MS,28047,Harrison County,2742
2014,MS,28047,Harrison County,1755
2015,MS,28047,Harrison County,2561
2016,MS,28047,Harrison County,3955
2017,MS,28047,Harrison County,3415
2018,MS,28047,Harrison County,3816
2019,MS,28047,Harrison County,5566
2009,TX,48423,Smith County,2579
2010,TX,48423,Smith County,1501
2011,TX,48423,Smith County,3108
2012,TX,48423,Smith County,4299
2013,TX,48423,Smith County,3994
2014,TX,48423,Smith County,3978
2015,TX,48423,Smith County,4917
2016,TX,48423,Smith County,3729
2017,TX,48423,Smith County,1865
2018,TX,48423,Smith County,2233
2019,TX,48423,Smith County,2413
2009,GA,13121,Fulton County,-5972
2010,GA,13121,Fulton County,-10054
2011,GA,13121,Fulton County,-19800
2012,GA,13121,Fulton County,-14538
2013,GA,13121,Fulton County,-15210
2014,GA,13121,Fulton County,-14479
2015,GA,13121,Fulton County,-17321
2016,GA,13121,Fulton County,-12344
2017,GA,13121,Fulton County,-14889
2018,GA,13121,Fulton County,-12932
2019,GA,13121,Fulton County,-11683
2009,MN,27053,Hennepin County,-734
2010,MN,27053,Hennepin County,1832
2011,MN,27053,Hennepin County,-5585
2012,MN,27053,Hennepin County,-3189
2013,MN,27053,Hennepin County,-2218
2014,MN,27053,Hennepin County,-674
2015,MN,27053,Hennepin County,-1150
2016,MN,27053,Hennepin County,-3142
2017,MN,27053,Hennepin County,-3723
2018,MN,27053,Hennepin County,-4347
2019,MN,27053,Hennepin County,-4194
2009,MD,24031,Montgomery County,6007
2010,MD,24031,Montgomery County,5296
2011,MD,24031,Montgomery County,-5256
2012,MD,24031,Montgomery County,-2013
2013,MD,24031,Montgomery County,-2750
2014,MD,24031,Montgomery County,-3503
2015,MD,24031,Montgomery County,-5052
2016,MD,24031,Montgomery County,-5044
2017,MD,24031,Montgomery County,-7780
2018,MD,24031,Montgomery County,-11032
2019,MD,24031,Montgomery County,-8129
2009,IN,18097,Marion County,-3503
2010,IN,18097,Marion County,-4233
2011,IN,18097,Marion County,-6627
2012,IN,18097,Marion County,-6511
2013,IN,18097,Marion County,-8412
2014,IN,18097,Marion County,-10869
2015,IN,18097,Marion County,-11468
2016,IN,18097,Marion County,-12971
2017,IN,18097,Marion County,-11733
2018,IN,18097,Marion County,-14289
2019,IN,18097,Marion County,-14028
2009,TX,48491,Williamson County,16570
2010,TX,48491,Williamson County,15223
2011,TX,48491,Williamson County,13927
2012,TX,48491,Williamson County,16928
2013,TX,48491,Williamson County,17376
2014,TX,48491,Williamson County,17629
2015,TX,48491,Williamson County,19079
2016,TX,48491,Williamson County,18937
2017,TX,48491,Williamson County,17246
2018,TX,48491,Williamson County,16183
2019,TX,48491,Williamson County,17373
2009,GA,13071,Colquitt County,1020
2010,GA,13071,Colquitt County,1765
2011,GA,13071,Colquitt County,1230
2012,GA,13071,Colquitt County,899
2013,GA,13071,Colquitt County,973
2014,GA,13071,Colquitt County,724
2015,GA,13071,Colquitt County,516
2016,GA,13071,Colquitt County,400
2017,GA,13071,Colquitt County,1351
2018,GA,13071,Colquitt County,1198
2019,GA,13071,Colquitt County,865
2009,WI,55025,Dane County,4961
2010,WI,55025,Dane County,4185
2011,WI,55025,Dane County,3904
2012,WI,55025,Dane County,6212
2013,WI,55025,Dane County,6286
2014,WI,55025,Dane County,7780
2015,WI,55025,Dane County,6946
2016,WI,55025,Dane County,5003
2017,WI,55025,Dane County,2882
2018,WI,55025,Dane County,3018
2019,WI,55025,Dane County,1885
2009,CA,06071,San Bernardino County,20562
2010,CA,06071,San Bernardino County,17059
2011,CA,06071,San Bernardino County,5837
2012,CA,06071,San Bernardino County,79
2013,CA,06071,San Bernardino County,6432
2014,CA,06071,San Bernardino County,7056
2015,CA,06071,San Bernardino County,8742
2016,CA,06071,San Bernardino County,13282
2017,CA,06071,San Bernardino County,14386
2018,CA,06071,San Bernardino County,17288
2019,CA,06071,San Bernardino County,18897
2009,CA,06025,Imperial County,1935
2010,CA,06025,Imperial County,1274
2011,CA,06025,Imperial County,-1681
2012,CA,06025,Imperial County,-1476
2013,CA,06025,Imperial County,-2455
2014,CA,06025,Imperial County,-2012
2015,CA,06025,Imperial County,-2258
2016,CA,06025,Imperial County,-2887
2017,CA,06025,Imperial County,-2987
2018,CA,06025,Imperial County,-1450
2019,CA,06025,Imperial County,-1590
2009,CO,08013,Boulder County,7093
2010,CO,08013,Boulder County,6655
2011,CO,08013,Boulder County,3680
2012,CO,08013,Boulder County,5470
2013,CO,08013,Boulder County,5446
2014,CO,08013,Boulder County,7046
2015,CO,08013,Boulder County,7068
2016,CO,08013,Boulder County,6761
2017,CO,08013,Boulder County,7689
2018,CO,08013,Boulder County,6310
2019,CO,08013,Boulder County,6127
2009,CO,08077,Mesa County,2590
2010,CO,08077,Mesa County,2352
2011,CO,08077,Mesa County,2306
2012,CO,08077,Mesa County,1370
2013,CO,08077,Mesa County,1246
2014,CO,08077,Mesa County,1742
2015,CO,08077,Mesa County,2039
2016,CO,08077,Mesa County,2258
2017,CO,08077,Mesa County,2620
2018,CO,08077,Mesa County,2631
2019,CO,08077,Mesa County,3337
2009,CA,06019,Fresno County,1627
2010,CA,06019,Fresno County,101
2011,CA,06019,Fresno County,-3591
2012,CA,06019,Fresno County,-2160
2013,CA,06019,Fresno County,-2032
2014,CA,06019,Fresno County,-2452
2015,CA,06019,Fresno County,70
2016,CA,06019,Fresno County,-855
2017,CA,06019,Fresno County,-1101
2018,CA,06019,Fresno County,-759
2019,CA,06019,Fresno County,766
2009,FL,12035,Flagler County,2803
2010,FL,12035,Flagler County,1202
2011,FL,12035,Flagler County,1404
2012,FL,12035,Flagler County,787
2013,FL,12035,Flagler County,585
2014,FL,12035,Flagler County,328
2015,FL,12035,Flagler County,911
2016,FL,12035,Flagler County,38
2017,FL,12035,Flagler County,1202
2018,FL,12035,Flagler County,1802
2019,FL,12035,Flagler County,3612
2009,NC,37101,Johnston County,928
2010,NC,37101,Johnston County,1031
2011,NC,37101,Johnston County,-38
2012,NC,37101,Johnston County,-971
2013,NC,37101,Johnston County,178
2014,NC,37101,Johnston County,118
2015,NC,37101,Johnston County,-295
2016,NC,37101,Johnston County,10
2017,NC,37101,Johnston County,-391
2018,NC,37101,Johnston County,-97
2019,NC,37101,Johnston County,561
2009,VA,51027,Buchanan County,-458
2010,VA,51027,Buchanan County,-391
2011,VA,51027,Buchanan County,-498
2012,VA,51027,Buchanan County,-466
2013,VA,51027,Buchanan County,-553
2014,VA,51027,Buchanan County,-732
2015,VA,51027,Buchanan County,-568
2016,VA,51027,Buchanan County,-645
2017,VA,51027,Buchanan County,-756
2018,VA,51027,Buchanan County,-175
2019,VA,51027,Buchanan County,-76
2009,VA,51107,Loudoun County,7520
2010,VA,51107,Loudoun County,5067
2011,VA,51107,Loudoun County,2336
2012,VA,51107,Loudoun County,499
2013,VA,51107,Loudoun County,151
2014,VA,51107,Loudoun County,1734
2015,VA,51107,Loudoun County,1983
2016,VA,51107,Loudoun County,-119
2017,VA,51107,Loudoun County,219
2018,VA,51107,Loudoun County,-753
2019,VA,51107,Loudoun County,-1463
2009,CA,06015,Del Norte County,332
2010,CA,06015,Del Norte County,708
2011,CA,06015,Del Norte County,81
2012,CA,06015,Del Norte County,315
2013,CA,06015,Del Norte County,930
2014,CA,06015,Del Norte County,511
2015,CA,06015,Del Norte County,48
2016,CA,06015,Del Norte County,153
2017,CA,06015,Del Norte County,-142
2018,CA,06015,Del Norte County,-173
2019,CA,06015,Del Norte County,452
2009,OH,39061,Hamilton County,-2688
2010,OH,39061,Hamilton County,-2821
2011,OH,39061,Hamilton County,-6848
2012,OH,39061,Hamilton County,-6899
2013,OH,39061,Hamilton County,-5090
2014,OH,39061,Hamilton County,-3222
2015,OH,39061,Hamilton County,-2319
2016,OH,39061,Hamilton County,-160
2017,OH,39061,Hamilton County,-13
2018,OH,39061,Hamilton County,-384
2019,OH,39061,Hamilton County,587
2009,NC,37181,Vance County,534
2010,NC,37181,Vance County,158
2011,NC,37181,Vance County,119
2012,NC,37181,Vance County,251
2013,NC,37181,Vance County,-445
2014,NC,37181,Vance County,-99
2015,NC,37181,Vance County,44
2016,NC,37181,Vance County,-56
2017,NC,37181,Vance County,-330
2018,NC,37181,Vance County,-158
2019,NC,37181,Vance County,584
2009,ME,23003,Aroostook County,222
2010,ME,23003,Aroostook County,-24
2011,ME,23003,Aroostook County,-375
2012,ME,23003,Aroostook County,49
2013,ME,23003,Aroostook County,281
2014,ME,23003,Aroostook County,590
2015,ME,23003,Aroostook County,162
2016,ME,23003,Aroostook County,152
2017,ME,23003,Aroostook County,379
2018,ME,23003,Aroostook County,-127
2019,ME,23003,Aroostook County,108
2009,TX,48095,Concho County,657
2010,TX,48095,Concho County,705
2011,TX,48095,Concho County,319
